product_id,product_name,category,subcategory,brand,price,description,style_tags,color,sizes_available,rating,review_count,created_at,is_new_arrival
PROD-1091,CoastalThreads Slim Jeans - Black,Denim,Slim Jeans,CoastalThreads,193.06,A eco-friendly slim jeans by CoastalThreads. Perfect for active lifestyles.,"[""eco-friendly"", ""boho"", ""minimalist"", ""edgy""]",Black,"[""L"", ""S"", ""XXL"", ""XL"", ""M""]",3.1,79,2024-04-03 01:43:11,True
PROD-1092,AuraWear Shirt Dress - Olive,Dresses,Shirt Dress,AuraWear,261.21,A versatile shirt dress by AuraWear. Perfect for weekend getaways.,"[""eco-friendly"", ""athleisure"", ""classic""]",Olive,"[""M"", ""XL"", ""XS"", ""S""]",3.6,252,2025-12-25 15:21:28,True
PROD-1093,PeakForm One-Piece Swimsuit - White,Swimwear,One-Piece Swimsuit,PeakForm,261.96,A classic one-piece swimsuit by PeakForm. Perfect for active lifestyles.,"[""boho"", ""edgy""]",White,"[""S"", ""XXL"", ""L"", ""M"", ""XL""]",3.8,515,2025-04-24 07:13:22,False
PROD-1094,PrismLine Polo - Rust,Tops,Polo,PrismLine,118.8,A premium polo by PrismLine. Perfect for weekend getaways.,"[""minimalist"", ""eco-friendly""]",Rust,"[""XL"", ""XS"", ""XXL"", ""S"", ""L""]",3.1,275,2025-07-22 05:10:43,False
PROD-1095,SoleCraft Yoga Pants - Black,Activewear,Yoga Pants,SoleCraft,100.8,A premium yoga pants by SoleCraft. Perfect for active lifestyles.,"[""retro"", ""minimalist"", ""classic"", ""resort""]",Black,"[""S"", ""XS"", ""L""]",3.8,387,2025-06-10 18:00:58,False
PROD-1096,NovaStitch Sports Bra - Blush,Activewear,Sports Bra,NovaStitch,30.89,A premium sports bra by NovaStitch. Perfect for weekend getaways.,"[""edgy"", ""retro"", ""casual"", ""eco-friendly""]",Blush,"[""XL"", ""XXL"", ""S"", ""L""]",4.4,632,2025-05-09 19:39:37,True
PROD-1097,IronLoom Fleece Hoodie - Teal,Outerwear,Fleece Hoodie,IronLoom,152.96,A versatile fleece hoodie by IronLoom. Perfect for everyday wear.,"[""retro"", ""preppy"", ""eco-friendly"", ""boho""]",Teal,"[""XL"", ""M"", ""XS"", ""XXL"", ""S"", ""L""]",3.0,676,2024-12-19 11:25:34,False
PROD-1098,PrismLine One-Piece Swimsuit - Blush,Swimwear,One-Piece Swimsuit,PrismLine,28.83,A trendy one-piece swimsuit by PrismLine. Perfect for special occasions.,"[""athleisure"", ""luxury"", ""minimalist""]",Blush,"[""L"", ""M"", ""XXL""]",4.9,160,2025-10-03 12:16:07,False
PROD-1099,TerraKnit Sundress - Rust,Dresses,Sundress,TerraKnit,78.05,A premium sundress by TerraKnit. Perfect for weekend getaways.,"[""resort"", ""casual"", ""athleisure"", ""retro""]",Rust,"[""S"", ""L"", ""M"", ""XL"", ""XXL""]",3.7,697,2025-02-14 16:08:11,False
PROD-1100,VerdantCo Crossbody Bag - Teal,Accessories,Crossbody Bag,VerdantCo,217.36,A premium crossbody bag by VerdantCo. Perfect for active lifestyles.,"[""minimalist"", ""boho"", ""luxury""]",Teal,"[""M"", ""XL"", ""XXL"", ""S"", ""XS"", ""L""]",4.4,409,2025-06-20 03:33:11,False
PROD-1101,UrbanEdge Ankle Boots - Burgundy,Shoes,Ankle Boots,UrbanEdge,229.24,A eco-friendly ankle boots by UrbanEdge. Perfect for active lifestyles.,"[""streetwear"", ""classic"", ""preppy"", ""boho""]",Burgundy,"[""S"", ""XS"", ""XXL"", ""XL"", ""M""]",3.4,690,2024-12-16 13:38:55,False
PROD-1102,SoleCraft Slim Jeans - Charcoal,Denim,Slim Jeans,SoleCraft,290.06,A classic slim jeans by SoleCraft. Perfect for weekend getaways.,"[""preppy"", ""streetwear"", ""athleisure"", ""casual""]",Charcoal,"[""L"", ""S"", ""M"", ""XL"", ""XXL"", ""XS""]",5.0,792,2024-05-18 23:20:14,False
PROD-1103,UrbanEdge Scarf - Navy,Accessories,Scarf,UrbanEdge,240.62,A versatile scarf by UrbanEdge. Perfect for everyday wear.,"[""athleisure"", ""casual"", ""edgy""]",Navy,"[""M"", ""XL"", ""XS""]",3.4,348,2025-03-18 01:13:38,False
PROD-1104,PrismLine One-Piece Swimsuit - Rust,Swimwear,One-Piece Swimsuit,PrismLine,65.49,A versatile one-piece swimsuit by PrismLine. Perfect for special occasions.,"[""minimalist"", ""streetwear"", ""classic""]",Rust,"[""XXL"", ""M"", ""XL""]",3.9,586,2024-10-27 01:34:29,True
PROD-1105,PrismLine Shirt Dress - Charcoal,Dresses,Shirt Dress,PrismLine,46.7,A premium shirt dress by PrismLine. Perfect for active lifestyles.,"[""edgy"", ""luxury""]",Charcoal,"[""XS"", ""M"", ""L"", ""XXL""]",5.0,462,2025-02-18 18:16:11,False
PROD-1106,TerraKnit Fleece Hoodie - Black,Outerwear,Fleece Hoodie,TerraKnit,37.38,A versatile fleece hoodie by TerraKnit. Perfect for special occasions.,"[""luxury"", ""classic"", ""minimalist""]",Black,"[""XXL"", ""XL"", ""M"", ""L"", ""XS"", ""S""]",3.2,381,2024-12-09 01:51:23,True
PROD-1107,PeakForm Sandals - Rust,Shoes,Sandals,PeakForm,275.57,A classic sandals by PeakForm. Perfect for special occasions.,"[""eco-friendly"", ""classic"", ""edgy"", ""retro""]",Rust,"[""XL"", ""L"", ""M""]",4.5,84,2024-06-23 07:26:49,True
PROD-1108,PrismLine Scarf - Navy,Accessories,Scarf,PrismLine,143.71,A eco-friendly scarf by PrismLine. Perfect for weekend getaways.,"[""classic"", ""retro""]",Navy,"[""XL"", ""L"", ""XS""]",4.4,469,2024-07-23 23:14:29,False
PROD-1109,UrbanEdge Cover-Up - Teal,Swimwear,Cover-Up,UrbanEdge,130.86,A classic cover-up by UrbanEdge. Perfect for everyday wear.,"[""luxury"", ""boho"", ""casual""]",Teal,"[""L"", ""M"", ""XS""]",4.6,559,2024-04-03 14:29:33,False
PROD-1110,UrbanEdge Polo - Burgundy,Tops,Polo,UrbanEdge,124.84,A premium polo by UrbanEdge. Perfect for weekend getaways.,"[""athleisure"", ""resort"", ""edgy""]",Burgundy,"[""XS"", ""XL"", ""S"", ""M"", ""L"", ""XXL""]",4.8,187,2025-09-02 14:17:16,False
PROD-1111,UrbanEdge Leather Belt - Burgundy,Accessories,Leather Belt,UrbanEdge,168.93,A classic leather belt by UrbanEdge. Perfect for weekend getaways.,"[""luxury"", ""retro"", ""edgy""]",Burgundy,"[""S"", ""M"", ""XXL"", ""XL"", ""XS""]",4.6,37,2025-10-13 06:25:20,False
PROD-1112,NovaStitch Bootcut Jeans - White,Denim,Bootcut Jeans,NovaStitch,144.99,A trendy bootcut jeans by NovaStitch. Perfect for special occasions.,"[""eco-friendly"", ""casual""]",White,"[""L"", ""XXL"", ""S""]",4.3,557,2024-12-03 12:22:59,False
PROD-1113,PrismLine Bootcut Jeans - Burgundy,Denim,Bootcut Jeans,PrismLine,109.28,A versatile bootcut jeans by PrismLine. Perfect for special occasions.,"[""resort"", ""eco-friendly""]",Burgundy,"[""S"", ""XL"", ""XXL"", ""L"", ""M""]",4.2,286,2024-04-04 16:39:55,False
PROD-1114,SoleCraft Slip-Ons - Teal,Shoes,Slip-Ons,SoleCraft,240.02,A premium slip-ons by SoleCraft. Perfect for weekend getaways.,"[""casual"", ""classic"", ""edgy""]",Teal,"[""M"", ""L"", ""S"", ""XXL""]",3.6,489,2025-01-09 07:56:42,False
PROD-1115,AuraWear Trench Coat - Black,Outerwear,Trench Coat,AuraWear,57.54,A classic trench coat by AuraWear. Perfect for active lifestyles.,"[""edgy"", ""resort"", ""retro"", ""eco-friendly""]",Black,"[""L"", ""M"", ""XS""]",3.5,553,2024-10-22 21:40:10,True
PROD-1116,TerraKnit Sundress - Black,Dresses,Sundress,TerraKnit,222.8,A premium sundress by TerraKnit. Perfect for special occasions.,"[""minimalist"", ""eco-friendly""]",Black,"[""M"", ""XS"", ""S"", ""XL"", ""XXL""]",4.1,769,2026-01-13 23:27:51,False
PROD-1117,NovaStitch Watch - Teal,Accessories,Watch,NovaStitch,169.41,A versatile watch by NovaStitch. Perfect for active lifestyles.,"[""boho"", ""edgy"", ""preppy""]",Teal,"[""L"", ""XS"", ""XXL"", ""S"", ""XL"", ""M""]",3.7,325,2025-10-05 00:26:07,True
PROD-1118,PeakForm Beanie - Black,Accessories,Beanie,PeakForm,221.59,A classic beanie by PeakForm. Perfect for active lifestyles.,"[""retro"", ""eco-friendly"", ""luxury""]",Black,"[""L"", ""XL"", ""S"", ""XXL""]",3.6,568,2025-06-08 09:18:31,False
PROD-1119,AuraWear Rash Guard - Navy,Swimwear,Rash Guard,AuraWear,156.72,A eco-friendly rash guard by AuraWear. Perfect for everyday wear.,"[""classic"", ""athleisure"", ""luxury"", ""retro""]",Navy,"[""XS"", ""XXL"", ""XL""]",4.8,427,2024-08-01 14:03:20,False
PROD-1120,PeakForm Leather Belt - Black,Accessories,Leather Belt,PeakForm,124.49,A eco-friendly leather belt by PeakForm. Perfect for weekend getaways.,"[""retro"", ""preppy""]",Black,"[""XS"", ""XXL"", ""L"", ""XL"", ""M"", ""S""]",4.2,553,2025-03-21 08:31:24,True
PROD-1121,CoastalThreads Cocktail Dress - White,Dresses,Cocktail Dress,CoastalThreads,90.67,A premium cocktail dress by CoastalThreads. Perfect for everyday wear.,"[""athleisure"", ""minimalist"", ""luxury"", ""retro""]",White,"[""L"", ""XXL"", ""S"", ""M"", ""XS""]",3.7,312,2024-05-05 05:36:59,False
PROD-1122,SoleCraft Slim Jeans - Sand,Denim,Slim Jeans,SoleCraft,198.28,A trendy slim jeans by SoleCraft. Perfect for weekend getaways.,"[""retro"", ""preppy"", ""casual""]",Sand,"[""XXL"", ""M"", ""XS"", ""XL"", ""L"", ""S""]",4.4,221,2026-01-08 15:56:08,False
PROD-1123,VerdantCo Blouse - Teal,Tops,Blouse,VerdantCo,24.37,A classic blouse by VerdantCo. Perfect for weekend getaways.,"[""luxury"", ""casual"", ""athleisure"", ""classic""]",Teal,"[""M"", ""S"", ""XL""]",3.4,585,2025-08-27 12:48:35,False
PROD-1124,PeakForm Compression Shorts - White,Activewear,Compression Shorts,PeakForm,142.37,A versatile compression shorts by PeakForm. Perfect for weekend getaways.,"[""resort"", ""classic"", ""casual"", ""streetwear""]",White,"[""XS"", ""M"", ""L"", ""S"", ""XXL""]",4.7,369,2025-08-06 04:55:58,False
PROD-1125,TerraKnit Maxi Dress - Burgundy,Dresses,Maxi Dress,TerraKnit,42.96,A classic maxi dress by TerraKnit. Perfect for weekend getaways.,"[""resort"", ""streetwear""]",Burgundy,"[""M"", ""XS"", ""XL"", ""L"", ""S""]",3.3,460,2025-07-13 02:41:48,False
PROD-1126,CoastalThreads Henley - Navy,Tops,Henley,CoastalThreads,163.47,A trendy henley by CoastalThreads. Perfect for active lifestyles.,"[""preppy"", ""retro"", ""luxury""]",Navy,"[""XL"", ""XXL"", ""M""]",3.2,399,2024-01-20 04:05:29,False
PROD-1127,PrismLine Maxi Dress - Olive,Dresses,Maxi Dress,PrismLine,58.87,A premium maxi dress by PrismLine. Perfect for special occasions.,"[""retro"", ""athleisure"", ""edgy"", ""luxury""]",Olive,"[""S"", ""L"", ""M""]",3.6,436,2025-04-10 15:34:26,False
PROD-1128,VerdantCo Oxford Shirt - Olive,Tops,Oxford Shirt,VerdantCo,148.19,A trendy oxford shirt by VerdantCo. Perfect for weekend getaways.,"[""luxury"", ""preppy"", ""eco-friendly"", ""minimalist""]",Olive,"[""XL"", ""L"", ""M"", ""S"", ""XXL""]",3.3,445,2024-07-30 11:05:17,False
PROD-1129,IronLoom Watch - Navy,Accessories,Watch,IronLoom,290.96,A versatile watch by IronLoom. Perfect for weekend getaways.,"[""classic"", ""boho"", ""preppy""]",Navy,"[""L"", ""M"", ""XS"", ""XL"", ""XXL""]",4.6,611,2024-10-06 12:10:21,False
PROD-1130,AuraWear Wide-Leg Jeans - Olive,Denim,Wide-Leg Jeans,AuraWear,208.42,A versatile wide-leg jeans by AuraWear. Perfect for special occasions.,"[""boho"", ""streetwear"", ""edgy""]",Olive,"[""XXL"", ""S"", ""L"", ""XL"", ""XS""]",3.3,464,2026-01-14 11:09:52,False
PROD-1131,UrbanEdge Sundress - Charcoal,Dresses,Sundress,UrbanEdge,235.3,A versatile sundress by UrbanEdge. Perfect for special occasions.,"[""retro"", ""eco-friendly"", ""streetwear"", ""luxury""]",Charcoal,"[""XL"", ""L"", ""M""]",4.3,445,2024-06-13 13:53:57,True
PROD-1132,PrismLine Trench Coat - Teal,Outerwear,Trench Coat,PrismLine,124.74,A eco-friendly trench coat by PrismLine. Perfect for special occasions.,"[""eco-friendly"", ""resort"", ""minimalist"", ""preppy""]",Teal,"[""XS"", ""L"", ""XXL"", ""S"", ""M""]",3.9,92,2024-06-29 07:22:42,False
PROD-1133,VerdantCo Ankle Boots - Charcoal,Shoes,Ankle Boots,VerdantCo,117.51,A premium ankle boots by VerdantCo. Perfect for active lifestyles.,"[""minimalist"", ""retro"", ""preppy""]",Charcoal,"[""M"", ""XS"", ""XL""]",3.2,28,2025-06-16 22:52:22,False
PROD-1134,NovaStitch Slip-Ons - Teal,Shoes,Slip-Ons,NovaStitch,112.67,A premium slip-ons by NovaStitch. Perfect for special occasions.,"[""retro"", ""athleisure""]",Teal,"[""XXL"", ""S"", ""XL"", ""M"", ""L"", ""XS""]",3.9,34,2024-11-02 12:47:17,False
PROD-1135,UrbanEdge Shirt Dress - Olive,Dresses,Shirt Dress,UrbanEdge,181.65,A eco-friendly shirt dress by UrbanEdge. Perfect for special occasions.,"[""boho"", ""streetwear""]",Olive,"[""M"", ""S"", ""L"", ""XS"", ""XL""]",4.6,691,2026-01-30 09:17:07,False
PROD-1136,SoleCraft Running Tank - Blush,Activewear,Running Tank,SoleCraft,118.55,A classic running tank by SoleCraft. Perfect for active lifestyles.,"[""eco-friendly"", ""streetwear"", ""classic""]",Blush,"[""XXL"", ""S"", ""M""]",3.9,125,2025-01-05 14:38:09,False
PROD-1137,PeakForm Ankle Boots - Teal,Shoes,Ankle Boots,PeakForm,180.94,A premium ankle boots by PeakForm. Perfect for special occasions.,"[""edgy"", ""eco-friendly"", ""athleisure""]",Teal,"[""L"", ""M"", ""S"", ""XS""]",3.8,327,2025-12-01 14:32:05,False
PROD-1138,AuraWear Yoga Pants - Navy,Activewear,Yoga Pants,AuraWear,161.51,A premium yoga pants by AuraWear. Perfect for weekend getaways.,"[""edgy"", ""retro""]",Navy,"[""L"", ""S"", ""XS"", ""M"", ""XXL"", ""XL""]",4.0,304,2024-02-20 18:57:40,False
PROD-1139,AuraWear Trench Coat - Blush,Outerwear,Trench Coat,AuraWear,180.35,A eco-friendly trench coat by AuraWear. Perfect for active lifestyles.,"[""preppy"", ""retro"", ""luxury"", ""streetwear""]",Blush,"[""XXL"", ""L"", ""S""]",3.5,440,2024-06-08 02:21:41,False
PROD-1140,UrbanEdge Sunglasses - Rust,Accessories,Sunglasses,UrbanEdge,262.27,A classic sunglasses by UrbanEdge. Perfect for special occasions.,"[""classic"", ""streetwear"", ""preppy""]",Rust,"[""XXL"", ""XL"", ""L"", ""XS"", ""M""]",3.2,216,2024-11-17 11:23:01,False
PROD-1141,VerdantCo Running Tank - Blush,Activewear,Running Tank,VerdantCo,180.36,A eco-friendly running tank by VerdantCo. Perfect for everyday wear.,"[""athleisure"", ""classic"", ""boho"", ""eco-friendly""]",Blush,"[""L"", ""XS"", ""M"", ""XXL""]",4.9,134,2024-07-25 03:04:25,True
PROD-1142,SoleCraft Sports Bra - Rust,Activewear,Sports Bra,SoleCraft,95.23,A premium sports bra by SoleCraft. Perfect for everyday wear.,"[""eco-friendly"", ""luxury""]",Rust,"[""L"", ""XL"", ""M""]",3.8,716,2025-07-27 07:58:14,False
PROD-1143,TerraKnit Board Shorts - Black,Swimwear,Board Shorts,TerraKnit,242.78,A premium board shorts by TerraKnit. Perfect for special occasions.,"[""streetwear"", ""preppy"", ""classic"", ""resort""]",Black,"[""M"", ""XXL"", ""XL"", ""S"", ""XS"", ""L""]",3.8,356,2024-03-16 04:49:41,True
PROD-1144,CoastalThreads Bikini Set - Navy,Swimwear,Bikini Set,CoastalThreads,76.64,A classic bikini set by CoastalThreads. Perfect for active lifestyles.,"[""preppy"", ""casual"", ""edgy""]",Navy,"[""M"", ""XS"", ""XXL"", ""S""]",4.4,89,2025-07-31 15:20:25,False
PROD-1145,SoleCraft Running Sneakers - Burgundy,Shoes,Running Sneakers,SoleCraft,217.03,A premium running sneakers by SoleCraft. Perfect for everyday wear.,"[""resort"", ""minimalist"", ""edgy"", ""streetwear""]",Burgundy,"[""XL"", ""S"", ""L"", ""XS""]",3.0,13,2025-06-17 17:22:21,False
PROD-1146,AuraWear Cocktail Dress - White,Dresses,Cocktail Dress,AuraWear,224.6,A versatile cocktail dress by AuraWear. Perfect for active lifestyles.,"[""edgy"", ""streetwear""]",White,"[""S"", ""L"", ""XXL"", ""M"", ""XS""]",3.2,75,2024-01-14 03:57:40,False
PROD-1147,IronLoom Sandals - Olive,Shoes,Sandals,IronLoom,260.78,A trendy sandals by IronLoom. Perfect for special occasions.,"[""resort"", ""athleisure"", ""edgy"", ""preppy""]",Olive,"[""XL"", ""L"", ""M""]",3.2,444,2025-05-03 13:32:47,False
PROD-1148,CoastalThreads Sunglasses - Olive,Accessories,Sunglasses,CoastalThreads,238.1,A versatile sunglasses by CoastalThreads. Perfect for special occasions.,"[""eco-friendly"", ""resort"", ""luxury"", ""boho""]",Olive,"[""XXL"", ""L"", ""M"", ""XL""]",4.4,60,2025-01-06 19:16:55,False
PROD-1149,AuraWear Henley - Blush,Tops,Henley,AuraWear,296.32,A classic henley by AuraWear. Perfect for weekend getaways.,"[""retro"", ""casual""]",Blush,"[""M"", ""XL"", ""S"", ""L"", ""XS"", ""XXL""]",4.9,606,2024-04-14 21:47:48,True
PROD-1150,UrbanEdge Leather Belt - Sand,Accessories,Leather Belt,UrbanEdge,138.59,A eco-friendly leather belt by UrbanEdge. Perfect for special occasions.,"[""boho"", ""luxury"", ""retro"", ""edgy""]",Sand,"[""XS"", ""M"", ""XXL"", ""XL"", ""L""]",3.8,164,2025-05-22 14:08:02,False
PROD-1151,SoleCraft Oxford Shirt - Olive,Tops,Oxford Shirt,SoleCraft,278.89,A eco-friendly oxford shirt by SoleCraft. Perfect for everyday wear.,"[""minimalist"", ""streetwear""]",Olive,"[""XXL"", ""S"", ""XS"", ""L"", ""M""]",3.2,723,2024-01-18 15:10:52,True
PROD-1152,PrismLine Running Tank - Burgundy,Activewear,Running Tank,PrismLine,229.93,A trendy running tank by PrismLine. Perfect for everyday wear.,"[""classic"", ""athleisure""]",Burgundy,"[""L"", ""M"", ""XS"", ""S"", ""XXL""]",4.7,513,2025-12-08 03:00:11,False
PROD-1153,TerraKnit Denim Shorts - Navy,Denim,Denim Shorts,TerraKnit,270.39,A trendy denim shorts by TerraKnit. Perfect for special occasions.,"[""athleisure"", ""boho"", ""streetwear""]",Navy,"[""XS"", ""XXL"", ""S""]",4.3,52,2026-01-02 20:39:31,False
PROD-1154,UrbanEdge Loafers - Teal,Shoes,Loafers,UrbanEdge,110.09,A versatile loafers by UrbanEdge. Perfect for active lifestyles.,"[""resort"", ""luxury"", ""edgy"", ""minimalist""]",Teal,"[""XL"", ""M"", ""XS""]",3.8,519,2024-03-22 19:45:36,True
PROD-1155,CoastalThreads Denim Shorts - Rust,Denim,Denim Shorts,CoastalThreads,174.86,A classic denim shorts by CoastalThreads. Perfect for active lifestyles.,"[""boho"", ""classic"", ""streetwear""]",Rust,"[""XXL"", ""XL"", ""S"", ""L"", ""M""]",3.0,610,2026-02-05 09:49:08,False
PROD-1156,PrismLine Beanie - Olive,Accessories,Beanie,PrismLine,26.68,A trendy beanie by PrismLine. Perfect for active lifestyles.,"[""casual"", ""edgy""]",Olive,"[""XXL"", ""L"", ""M""]",4.1,111,2024-11-14 18:12:02,False
PROD-1157,AuraWear Watch - Black,Accessories,Watch,AuraWear,46.04,A eco-friendly watch by AuraWear. Perfect for weekend getaways.,"[""resort"", ""boho""]",Black,"[""L"", ""XS"", ""XL"", ""M"", ""XXL""]",4.8,657,2025-09-04 14:28:54,True
PROD-1158,PeakForm Denim Shorts - Olive,Denim,Denim Shorts,PeakForm,216.19,A versatile denim shorts by PeakForm. Perfect for weekend getaways.,"[""boho"", ""classic"", ""edgy""]",Olive,"[""S"", ""XS"", ""XXL"", ""XL"", ""M""]",4.5,164,2024-06-13 03:12:23,True
PROD-1159,SoleCraft Board Shorts - White,Swimwear,Board Shorts,SoleCraft,149.73,A trendy board shorts by SoleCraft. Perfect for special occasions.,"[""classic"", ""minimalist"", ""preppy"", ""boho""]",White,"[""XXL"", ""XL"", ""XS"", ""L"", ""S""]",4.7,156,2024-05-21 16:39:48,False
PROD-1160,PrismLine Compression Shorts - Black,Activewear,Compression Shorts,PrismLine,286.58,A eco-friendly compression shorts by PrismLine. Perfect for special occasions.,"[""boho"", ""resort"", ""athleisure"", ""casual""]",Black,"[""L"", ""XS"", ""S""]",4.7,129,2024-01-19 13:47:11,True
PROD-1161,NovaStitch Crossbody Bag - Sand,Accessories,Crossbody Bag,NovaStitch,183.04,A trendy crossbody bag by NovaStitch. Perfect for everyday wear.,"[""luxury"", ""resort"", ""streetwear""]",Sand,"[""S"", ""L"", ""XXL""]",3.5,99,2025-05-30 01:04:33,True
PROD-1162,PeakForm Bikini Set - Blush,Swimwear,Bikini Set,PeakForm,28.25,A classic bikini set by PeakForm. Perfect for active lifestyles.,"[""resort"", ""edgy"", ""preppy""]",Blush,"[""S"", ""M"", ""XL"", ""XXL""]",4.4,157,2024-02-23 19:49:29,False
PROD-1163,VerdantCo Beanie - Rust,Accessories,Beanie,VerdantCo,44.55,A premium beanie by VerdantCo. Perfect for special occasions.,"[""retro"", ""preppy"", ""casual""]",Rust,"[""XXL"", ""XL"", ""XS"", ""S""]",3.8,735,2025-07-11 20:40:11,False
PROD-1164,TerraKnit Board Shorts - Teal,Swimwear,Board Shorts,TerraKnit,27.29,A trendy board shorts by TerraKnit. Perfect for active lifestyles.,"[""edgy"", ""boho"", ""athleisure""]",Teal,"[""L"", ""XL"", ""M""]",4.2,790,2024-12-27 14:00:03,False
PROD-1165,NovaStitch Henley - Burgundy,Tops,Henley,NovaStitch,119.34,A classic henley by NovaStitch. Perfect for special occasions.,"[""resort"", ""casual"", ""minimalist"", ""edgy""]",Burgundy,"[""XL"", ""M"", ""XXL"", ""L""]",4.7,33,2025-06-30 07:39:38,False
PROD-1166,NovaStitch High-Top Sneakers - Rust,Shoes,High-Top Sneakers,NovaStitch,45.26,A classic high-top sneakers by NovaStitch. Perfect for everyday wear.,"[""boho"", ""athleisure"", ""preppy"", ""casual""]",Rust,"[""XS"", ""M"", ""S"", ""XXL"", ""L"", ""XL""]",3.5,336,2024-04-02 12:24:26,True
PROD-1167,PrismLine Running Sneakers - Charcoal,Shoes,Running Sneakers,PrismLine,130.76,A versatile running sneakers by PrismLine. Perfect for active lifestyles.,"[""classic"", ""luxury""]",Charcoal,"[""S"", ""L"", ""XL"", ""M""]",3.2,329,2024-09-27 14:44:46,False
PROD-1168,TerraKnit Sports Bra - Navy,Activewear,Sports Bra,TerraKnit,69.75,A eco-friendly sports bra by TerraKnit. Perfect for weekend getaways.,"[""boho"", ""resort"", ""athleisure""]",Navy,"[""S"", ""XL"", ""M""]",3.0,631,2024-12-09 03:34:18,False
PROD-1169,PeakForm Polo - Charcoal,Tops,Polo,PeakForm,67.0,A trendy polo by PeakForm. Perfect for active lifestyles.,"[""streetwear"", ""minimalist"", ""classic"", ""eco-friendly""]",Charcoal,"[""XS"", ""M"", ""S"", ""XXL"", ""XL"", ""L""]",4.8,267,2024-06-16 19:49:18,False
PROD-1170,AuraWear Denim Shorts - Sand,Denim,Denim Shorts,AuraWear,266.89,A premium denim shorts by AuraWear. Perfect for everyday wear.,"[""edgy"", ""preppy""]",Sand,"[""XL"", ""S"", ""XXL"", ""L"", ""XS"", ""M""]",3.7,306,2024-02-01 04:33:43,False
PROD-1171,IronLoom Graphic Tee - Navy,Tops,Graphic Tee,IronLoom,283.7,A versatile graphic tee by IronLoom. Perfect for weekend getaways.,"[""athleisure"", ""streetwear"", ""retro""]",Navy,"[""L"", ""S"", ""XXL""]",5.0,165,2024-03-24 04:42:10,True
PROD-1172,SoleCraft Crossbody Bag - Teal,Accessories,Crossbody Bag,SoleCraft,103.26,A premium crossbody bag by SoleCraft. Perfect for weekend getaways.,"[""resort"", ""retro"", ""boho"", ""eco-friendly""]",Teal,"[""XS"", ""M"", ""XXL"", ""S""]",3.2,94,2025-04-02 13:35:57,False
PROD-1173,CoastalThreads One-Piece Swimsuit - Black,Swimwear,One-Piece Swimsuit,CoastalThreads,101.7,A trendy one-piece swimsuit by CoastalThreads. Perfect for active lifestyles.,"[""athleisure"", ""luxury""]",Black,"[""L"", ""XXL"", ""M"", ""XS"", ""S"", ""XL""]",3.2,384,2025-08-15 13:18:26,False
PROD-1174,VerdantCo Bikini Set - Rust,Swimwear,Bikini Set,VerdantCo,177.98,A trendy bikini set by VerdantCo. Perfect for everyday wear.,"[""boho"", ""minimalist"", ""resort""]",Rust,"[""XL"", ""L"", ""S"", ""M"", ""XS""]",3.3,401,2025-10-12 07:44:05,False
PROD-1175,NovaStitch Cover-Up - Rust,Swimwear,Cover-Up,NovaStitch,160.58,A eco-friendly cover-up by NovaStitch. Perfect for special occasions.,"[""streetwear"", ""edgy"", ""casual""]",Rust,"[""L"", ""S"", ""XL""]",4.8,221,2024-10-26 09:20:57,True
PROD-1176,SoleCraft Maxi Dress - Olive,Dresses,Maxi Dress,SoleCraft,275.02,A trendy maxi dress by SoleCraft. Perfect for everyday wear.,"[""athleisure"", ""eco-friendly"", ""boho"", ""classic""]",Olive,"[""XL"", ""L"", ""M"", ""S"", ""XXL"", ""XS""]",4.8,722,2025-10-13 19:35:31,True
PROD-1177,TerraKnit Loafers - Blush,Shoes,Loafers,TerraKnit,240.0,A versatile loafers by TerraKnit. Perfect for weekend getaways.,"[""streetwear"", ""resort"", ""eco-friendly"", ""luxury""]",Blush,"[""L"", ""XXL"", ""XL"", ""XS"", ""M""]",4.7,287,2025-09-17 23:57:29,True
PROD-1178,SoleCraft Maxi Dress - Charcoal,Dresses,Maxi Dress,SoleCraft,271.16,A versatile maxi dress by SoleCraft. Perfect for active lifestyles.,"[""minimalist"", ""casual"", ""preppy"", ""boho""]",Charcoal,"[""L"", ""XS"", ""S"", ""XL"", ""XXL""]",3.0,766,2025-11-19 08:21:39,False
PROD-1179,SoleCraft Track Jacket - Blush,Activewear,Track Jacket,SoleCraft,275.75,A premium track jacket by SoleCraft. Perfect for active lifestyles.,"[""streetwear"", ""minimalist"", ""preppy"", ""luxury""]",Blush,"[""XL"", ""S"", ""XS""]",3.8,323,2026-02-26 06:41:50,False
PROD-1180,NovaStitch Bootcut Jeans - Olive,Denim,Bootcut Jeans,NovaStitch,147.8,A classic bootcut jeans by NovaStitch. Perfect for active lifestyles.,"[""minimalist"", ""casual""]",Olive,"[""L"", ""XL"", ""XXL"", ""M"", ""XS""]",4.8,702,2024-02-17 11:28:42,True
PROD-1181,AuraWear Cover-Up - Navy,Swimwear,Cover-Up,AuraWear,116.38,A versatile cover-up by AuraWear. Perfect for everyday wear.,"[""eco-friendly"", ""retro"", ""classic""]",Navy,"[""XS"", ""L"", ""XXL"", ""XL"", ""M""]",4.7,231,2024-12-15 16:47:06,False
