event_id,customer_id,session_id,event_timestamp,event_type,page_url,product_id,category_browsed,search_term,device_type,referrer,time_on_page_seconds
EVT-2AD2EBFC2E26,CUST-0440,SESS-184A709D7A,2026-03-03 07:16:28,search,/search?q=yoga+pants,,,yoga pants,desktop,email_campaign,256
EVT-1E3AE2FAB176,CUST-0444,SESS-D865DB492D,2026-03-02 12:37:48,product_view,/product/PROD-1085,PROD-1085,Shoes,,desktop,tiktok,282
EVT-25E97C4A387A,CUST-0106,SESS-713CD0C28F,2026-03-04 01:38:59,remove_from_cart,/,PROD-1123,Tops,,tablet,affiliate,55
EVT-FBDE83D10D49,CUST-0487,SESS-D6E71B5E72,2026-03-02 22:15:37,remove_from_cart,/,PROD-1016,Outerwear,,desktop,direct,133
EVT-6841B0CF171E,CUST-0407,SESS-591955E1CF,2026-03-03 08:23:31,wishlist_add,/,PROD-1114,Shoes,,desktop,direct,5
EVT-6C3123041D94,CUST-0192,SESS-B9834CC7B0,2026-03-04 06:30:59,product_view,/product/PROD-1063,PROD-1063,Tops,,desktop,google,249
EVT-BD4F4661A78C,CUST-0489,SESS-FA055B1789,2026-03-05 06:54:31,wishlist_add,/,PROD-1064,Shoes,,tablet,direct,95
EVT-59A16645FAFE,CUST-0048,SESS-6CD7778B49,2026-03-03 19:17:44,category_browse,/category/tops,,Tops,,desktop,instagram,258
EVT-283FE6776CC0,CUST-0221,SESS-0B4FBE2D4E,2026-03-02 15:27:10,wishlist_add,/,PROD-1069,Activewear,,desktop,affiliate,76
EVT-D734BEA6CCA3,CUST-0416,SESS-E724914343,2026-03-03 18:51:42,product_view,/product/PROD-1114,PROD-1114,Shoes,,desktop,email_campaign,260
EVT-2BE0EC706FF8,CUST-0348,SESS-12971AF85E,2026-03-03 21:07:54,remove_from_cart,/,PROD-1150,Accessories,,tablet,email_campaign,239
EVT-D06C79ED56D2,CUST-0316,SESS-D126B5B28D,2026-03-03 09:20:59,category_browse,/category/outerwear,,Outerwear,,desktop,email_campaign,135
EVT-9C9AA046C898,CUST-0303,SESS-A3EF158C25,2026-03-05 10:22:35,category_browse,/category/tops,,Tops,,mobile,tiktok,5
EVT-AC292B8FED22,CUST-0072,SESS-6F2158608D,2026-03-05 07:26:38,remove_from_cart,/,PROD-1034,Outerwear,,tablet,email_campaign,112
EVT-9C326F038B14,CUST-0279,SESS-08E6AFAF7C,2026-03-04 14:20:08,page_view,/sale,,,,tablet,direct,96
EVT-3864D2E0204B,CUST-0469,SESS-DF179DBA55,2026-03-03 12:14:20,add_to_cart,/,PROD-1169,Tops,,mobile,facebook,300
EVT-E9EA30C4D617,CUST-0137,SESS-AF87D56FCB,2026-03-03 15:26:36,category_browse,/category/accessories,,Accessories,,tablet,email_campaign,16
EVT-D1CFB35DC79C,CUST-0070,SESS-26DA0F2A4A,2026-03-05 01:11:18,product_view,/product/PROD-1071,PROD-1071,Accessories,,tablet,tiktok,153
EVT-E09480769680,CUST-0324,SESS-2F5BA40996,2026-03-03 05:39:04,remove_from_cart,/,PROD-1108,Accessories,,tablet,affiliate,181
EVT-01DE2E6EDD8E,CUST-0274,SESS-5E37E20891,2026-03-05 07:04:26,product_view,/product/PROD-1017,PROD-1017,Outerwear,,desktop,direct,286
EVT-A3E232191DB4,CUST-0270,SESS-90F5CC8354,2026-03-04 15:21:17,product_view,/product/PROD-1033,PROD-1033,Outerwear,,tablet,instagram,34
EVT-916F661A9CBA,CUST-0313,SESS-4A8C039A7C,2026-03-04 11:51:29,page_view,/loyalty,,,,desktop,email_campaign,132
EVT-A08F3E844AFA,CUST-0348,SESS-12971AF85E,2026-03-05 03:05:18,page_view,/sale,,,,mobile,google,196
EVT-CBC99841F86F,CUST-0021,SESS-54ABE908D2,2026-03-04 15:26:58,product_view,/product/PROD-1033,PROD-1033,Outerwear,,desktop,facebook,156
EVT-832AEEB683AE,CUST-0156,SESS-ED175F4EF4,2026-03-02 15:50:56,product_view,/product/PROD-1054,PROD-1054,Tops,,desktop,facebook,93
EVT-53801B1E952D,CUST-0436,SESS-32427A15AA,2026-03-02 16:54:30,add_to_cart,/,PROD-1137,Shoes,,desktop,facebook,85
EVT-849AE2980A12,CUST-0185,SESS-19FCD01A61,2026-03-03 21:14:46,category_browse,/category/activewear,,Activewear,,desktop,instagram,35
EVT-6483813BEC0C,CUST-0065,SESS-09B8BE76C3,2026-03-04 09:33:02,product_view,/product/PROD-1019,PROD-1019,Activewear,,mobile,email_campaign,10
EVT-CDF5C2706D67,CUST-0332,SESS-99D3C3BDC1,2026-03-05 01:42:30,wishlist_add,/,PROD-1047,Swimwear,,tablet,direct,279
EVT-315AC73CB51D,CUST-0029,SESS-429C3E82E0,2026-03-03 18:18:23,search,/search?q=running+shoes,,,running shoes,desktop,facebook,155
EVT-FF80542B55CC,CUST-0232,SESS-87E3A77A35,2026-03-05 02:45:06,remove_from_cart,/,PROD-1130,Denim,,desktop,email_campaign,208
EVT-0810E5812B27,CUST-0253,SESS-FB7C398854,2026-03-03 13:45:04,product_view,/product/PROD-1110,PROD-1110,Tops,,desktop,facebook,154
EVT-B4429D80F2A0,CUST-0047,SESS-71B21DDE1E,2026-03-05 07:43:38,wishlist_add,/,PROD-1007,Outerwear,,mobile,facebook,285
EVT-4D4C9232B5C2,CUST-0457,SESS-141CAA1EBF,2026-03-03 00:49:02,wishlist_add,/,PROD-1086,Activewear,,mobile,google,90
EVT-DF67EB8F8A05,CUST-0444,SESS-D865DB492D,2026-03-04 15:19:43,wishlist_add,/,PROD-1138,Activewear,,desktop,direct,24
EVT-5E061904B86E,CUST-0207,SESS-7216302A17,2026-03-03 07:50:36,remove_from_cart,/,PROD-1099,Dresses,,tablet,facebook,272
EVT-48ECB33C76B2,CUST-0201,SESS-1609DA682E,2026-03-04 03:05:33,product_view,/product/PROD-1128,PROD-1128,Tops,,mobile,facebook,275
EVT-82D2B48F8AA9,CUST-0186,SESS-0C613DF23F,2026-03-05 04:19:45,add_to_cart,/,PROD-1009,Accessories,,desktop,instagram,25
EVT-3AEA12A38822,CUST-0158,SESS-D26A5B5743,2026-03-04 12:46:36,product_view,/product/PROD-1056,PROD-1056,Dresses,,tablet,instagram,279
EVT-CC1E52EA0545,CUST-0374,SESS-F0DA07E9B5,2026-03-02 18:38:19,add_to_cart,/,PROD-1187,Shoes,,mobile,instagram,84
EVT-88D3F6463C16,CUST-0012,SESS-815843E6BC,2026-03-05 03:09:59,product_view,/product/PROD-1110,PROD-1110,Tops,,desktop,email_campaign,226
EVT-5EBD97479307,CUST-0192,SESS-719FC21B8D,2026-03-04 21:21:17,product_view,/product/PROD-1113,PROD-1113,Denim,,tablet,direct,282
EVT-AC5B0B69B2D9,CUST-0262,SESS-D3C7F53EFE,2026-03-03 19:07:40,product_view,/product/PROD-1138,PROD-1138,Activewear,,tablet,facebook,176
EVT-A39CB2E9641E,CUST-0121,SESS-8D7E43F9B8,2026-03-02 22:29:15,add_to_cart,/,PROD-1135,Dresses,,desktop,facebook,196
EVT-220FB8B38004,CUST-0018,SESS-B44C3B29D4,2026-03-02 22:53:21,product_view,/product/PROD-1001,PROD-1001,Accessories,,tablet,direct,232
EVT-373F89E4D418,CUST-0377,SESS-4D8633BD4F,2026-03-05 00:31:24,product_view,/product/PROD-1068,PROD-1068,Swimwear,,desktop,google,6
EVT-855131959E6E,CUST-0273,SESS-06FD76239E,2026-03-04 12:29:05,product_view,/product/PROD-1137,PROD-1137,Shoes,,mobile,affiliate,116
EVT-872A502BDE8E,CUST-0176,SESS-A75474C4F2,2026-03-04 23:13:12,category_browse,/category/activewear,,Activewear,,desktop,instagram,178
EVT-5EEB6D4CEF4F,CUST-0285,SESS-0A1AD71DED,2026-03-03 02:02:41,product_view,/product/PROD-1166,PROD-1166,Shoes,,mobile,affiliate,234
EVT-E66512A36022,CUST-0338,SESS-2C801C4258,2026-03-02 16:04:22,page_view,/sale,,,,desktop,instagram,176
EVT-26EA9CFE8B68,CUST-0357,SESS-0875B19E95,2026-03-04 15:23:19,category_browse,/category/swimwear,,Swimwear,,mobile,google,67
EVT-A0A9A96EA7D0,CUST-0311,SESS-383A586F06,2026-03-04 18:16:58,product_view,/product/PROD-1162,PROD-1162,Swimwear,,tablet,affiliate,67
EVT-536B43D84313,CUST-0111,SESS-AD01C49300,2026-03-03 13:04:40,wishlist_add,/,PROD-1114,Shoes,,mobile,tiktok,86
EVT-C47F4DA076C8,CUST-0170,SESS-7332EE9528,2026-03-04 19:34:55,page_view,/new-arrivals,,,,desktop,tiktok,175
EVT-2DB76EA545D7,CUST-0189,SESS-EDC5101DD9,2026-03-04 01:57:11,search,/search?q=resort+wear,,,resort wear,tablet,affiliate,117
EVT-0FBCD31C4E1D,CUST-0389,SESS-7B5B9D0A5C,2026-03-05 04:58:50,add_to_cart,/,PROD-1117,Accessories,,tablet,google,153
EVT-B935CB864B3D,CUST-0064,SESS-7B69B85112,2026-03-03 18:15:38,product_view,/product/PROD-1122,PROD-1122,Denim,,tablet,email_campaign,38
EVT-5EBD97122894,CUST-0240,SESS-368BF78632,2026-03-03 18:40:48,remove_from_cart,/,PROD-1163,Accessories,,desktop,direct,238
EVT-CDFBACD49A10,CUST-0152,SESS-DEBBEF3A10,2026-03-03 16:28:11,wishlist_add,/,PROD-1087,Shoes,,desktop,email_campaign,8
EVT-BE43CD31780D,CUST-0194,SESS-7E4FC055AF,2026-03-04 01:29:37,category_browse,/category/outerwear,,Outerwear,,tablet,facebook,223
EVT-974B51F2A327,CUST-0337,SESS-86F71D510E,2026-03-03 03:05:23,product_view,/product/PROD-1047,PROD-1047,Swimwear,,tablet,instagram,39
EVT-179AE58F4BB8,CUST-0464,SESS-8C0C8AF8B9,2026-03-03 08:38:17,product_view,/product/PROD-1139,PROD-1139,Outerwear,,tablet,tiktok,183
EVT-5BB345259C97,CUST-0360,SESS-9B13392F65,2026-03-05 06:50:53,add_to_cart,/,PROD-1176,Dresses,,desktop,google,8
EVT-950A213D3C15,CUST-0442,SESS-643C9E6826,2026-03-05 04:53:34,search,/search?q=denim+jacket,,,denim jacket,mobile,facebook,137
EVT-555AD8789AC7,CUST-0204,SESS-1AFD8FF300,2026-03-05 01:11:20,remove_from_cart,/,PROD-1151,Tops,,tablet,affiliate,145
EVT-2A94969C3E7D,CUST-0103,SESS-8A30DF5D33,2026-03-03 07:59:41,search,/search?q=summer+dress,,,summer dress,desktop,direct,15
EVT-C3B75F7CF3BA,CUST-0426,SESS-FE4F4D6545,2026-03-04 07:18:01,wishlist_add,/,PROD-1082,Accessories,,mobile,google,46
EVT-9B2D68360526,CUST-0083,SESS-84E8ADEBB9,2026-03-03 04:24:44,page_view,/new-arrivals,,,,tablet,email_campaign,17
EVT-30B7FA2885ED,CUST-0468,SESS-5F5F122EC1,2026-03-03 05:34:21,product_view,/product/PROD-1184,PROD-1184,Accessories,,tablet,direct,49
EVT-01CE27C7D9B4,CUST-0253,SESS-AB1FF22566,2026-03-04 03:38:05,product_view,/product/PROD-1057,PROD-1057,Tops,,mobile,tiktok,220
EVT-46F2B427E750,CUST-0371,SESS-58B53C4EB5,2026-03-02 15:53:03,remove_from_cart,/,PROD-1082,Accessories,,tablet,affiliate,41
EVT-70B1AC8BA156,CUST-0023,SESS-AC80505896,2026-03-04 13:03:15,wishlist_add,/,PROD-1004,Accessories,,mobile,tiktok,114
EVT-6FE37C692A50,CUST-0136,SESS-F1720BABB5,2026-03-03 08:24:13,add_to_cart,/,PROD-1050,Tops,,desktop,direct,237
EVT-FB59699E6142,CUST-0013,SESS-72F133A179,2026-03-04 10:18:14,product_view,/product/PROD-1167,PROD-1167,Shoes,,desktop,direct,87
EVT-4E8E5E17AF59,CUST-0344,SESS-B13D303DE6,2026-03-02 17:09:40,add_to_cart,/,PROD-1081,Activewear,,desktop,tiktok,223
EVT-0D464D129D25,CUST-0442,SESS-D99227F374,2026-03-03 14:48:12,remove_from_cart,/,PROD-1118,Accessories,,tablet,email_campaign,154
EVT-E7B98AD43639,CUST-0237,SESS-5B408373B4,2026-03-03 12:48:13,add_to_cart,/,PROD-1145,Shoes,,desktop,email_campaign,294
EVT-9341F56C49B9,CUST-0248,SESS-9A9DFB34E6,2026-03-02 13:51:03,category_browse,/category/activewear,,Activewear,,desktop,facebook,125
EVT-7F5BDF5BD118,CUST-0463,SESS-D76EAE15C0,2026-03-02 21:45:28,search,/search?q=athleisure+set,,,athleisure set,tablet,facebook,45
EVT-ADCD0E389BA1,CUST-0298,SESS-0CA68FE9FD,2026-03-03 09:52:18,product_view,/product/PROD-1131,PROD-1131,Dresses,,desktop,affiliate,149
EVT-0246BBE3282C,CUST-0044,SESS-FA913B85E2,2026-03-03 04:19:47,wishlist_add,/,PROD-1159,Swimwear,,desktop,instagram,163
EVT-E65670EC01BE,CUST-0085,SESS-ED1E865630,2026-03-02 22:26:34,category_browse,/category/denim,,Denim,,desktop,facebook,274
EVT-B4022052024A,CUST-0433,SESS-DD05FF321C,2026-03-02 23:56:38,wishlist_add,/,PROD-1198,Swimwear,,mobile,direct,163
EVT-AF9BABC07F31,CUST-0059,SESS-797F24706B,2026-03-04 08:26:15,product_view,/product/PROD-1161,PROD-1161,Accessories,,tablet,instagram,50
EVT-4DF9CEA8A9F6,CUST-0195,SESS-F64E6ADD61,2026-03-03 23:47:04,category_browse,/category/outerwear,,Outerwear,,tablet,tiktok,166
EVT-09B1477021EE,CUST-0097,SESS-DCD86584FB,2026-03-04 22:31:59,page_view,/new-arrivals,,,,mobile,affiliate,72
EVT-05CCD5D19FAC,CUST-0318,SESS-0128AE5AF2,2026-03-04 19:42:29,search,/search?q=resort+wear,,,resort wear,desktop,direct,106
EVT-08792BBFCCC2,CUST-0016,SESS-DD556178EE,2026-03-04 17:12:15,wishlist_add,/,PROD-1198,Swimwear,,tablet,instagram,156
EVT-6D037A558E52,CUST-0034,SESS-4F296F7E6D,2026-03-04 23:53:42,product_view,/product/PROD-1186,PROD-1186,Activewear,,desktop,facebook,126
EVT-32CC001A21F9,CUST-0112,SESS-18148589FB,2026-03-04 21:13:05,product_view,/product/PROD-1043,PROD-1043,Swimwear,,tablet,tiktok,149
EVT-EE2177B379C0,CUST-0006,SESS-145567AC03,2026-03-04 06:26:04,product_view,/product/PROD-1051,PROD-1051,Outerwear,,desktop,instagram,151
EVT-44DA41456E59,CUST-0431,SESS-2A60D442A8,2026-03-04 05:56:02,page_view,/sale,,,,mobile,instagram,48
EVT-15FA4EE15DC6,CUST-0371,SESS-3CB853D83B,2026-03-03 14:20:16,page_view,/new-arrivals,,,,desktop,direct,295
EVT-3F69BF43EAF9,CUST-0208,SESS-45183C6514,2026-03-04 05:22:25,remove_from_cart,/,PROD-1015,Outerwear,,tablet,google,147
EVT-75524A57CA4E,CUST-0323,SESS-5DC53CCAEA,2026-03-05 06:29:23,remove_from_cart,/,PROD-1064,Shoes,,mobile,instagram,124
EVT-E33B11CC661D,CUST-0101,SESS-E597CE9564,2026-03-03 10:01:35,category_browse,/category/dresses,,Dresses,,mobile,google,286
EVT-B1354AE32C83,CUST-0400,SESS-BDD858CA38,2026-03-05 09:31:38,product_view,/product/PROD-1029,PROD-1029,Dresses,,mobile,affiliate,157
EVT-2022949471FF,CUST-0494,SESS-65EE6BAC84,2026-03-03 07:04:38,product_view,/product/PROD-1128,PROD-1128,Tops,,tablet,tiktok,245
EVT-0ED34A0D0AE8,CUST-0040,SESS-39E45901FE,2026-03-03 03:36:27,product_view,/product/PROD-1153,PROD-1153,Denim,,tablet,email_campaign,224
EVT-E5D4E77DF01B,CUST-0467,SESS-7CD2F594F0,2026-03-05 04:59:21,product_view,/product/PROD-1118,PROD-1118,Accessories,,desktop,email_campaign,215
EVT-748159F70F08,CUST-0052,SESS-0861C24154,2026-03-03 23:56:26,product_view,/product/PROD-1061,PROD-1061,Accessories,,desktop,affiliate,68
EVT-2814E9C779A1,CUST-0073,SESS-0A9E677A31,2026-03-02 22:58:34,product_view,/product/PROD-1006,PROD-1006,Swimwear,,mobile,email_campaign,47
EVT-7A1A937C6EC2,CUST-0470,SESS-A92D15ED06,2026-03-04 00:35:27,product_view,/product/PROD-1021,PROD-1021,Dresses,,mobile,google,50
EVT-476235AA983A,CUST-0189,SESS-39C5E7ADB1,2026-03-05 02:34:19,remove_from_cart,/,PROD-1078,Shoes,,tablet,google,86
EVT-B8F141C6D617,CUST-0413,SESS-3CA3EC5C5A,2026-03-05 09:14:03,wishlist_add,/,PROD-1154,Shoes,,mobile,email_campaign,282
EVT-4C6BAC6954F9,CUST-0433,SESS-D78BD3F129,2026-03-04 15:48:10,wishlist_add,/,PROD-1017,Outerwear,,tablet,direct,214
EVT-68BDB79247BC,CUST-0196,SESS-E0AA2FFA73,2026-03-02 23:29:21,category_browse,/category/accessories,,Accessories,,mobile,affiliate,296
EVT-8417ECE74650,CUST-0067,SESS-EB1E8070BA,2026-03-05 03:16:06,remove_from_cart,/,PROD-1151,Tops,,mobile,email_campaign,81
EVT-626D2E44C03C,CUST-0041,SESS-83143E5CEA,2026-03-03 01:59:42,product_view,/product/PROD-1082,PROD-1082,Accessories,,desktop,email_campaign,108
EVT-1D22E7C4B4AF,CUST-0058,SESS-0B5C2931CD,2026-03-05 09:50:22,add_to_cart,/,PROD-1038,Outerwear,,mobile,affiliate,223
EVT-055DB7B83DD9,CUST-0418,SESS-2978065D18,2026-03-03 23:36:43,search,/search?q=summer+dress,,,summer dress,desktop,facebook,38
EVT-BD14E1C5C11F,CUST-0326,SESS-E7B268AC4D,2026-03-02 12:49:34,product_view,/product/PROD-1167,PROD-1167,Shoes,,mobile,facebook,283
EVT-155C1B64EFF8,CUST-0379,SESS-7173FEE6F6,2026-03-04 09:01:44,product_view,/product/PROD-1029,PROD-1029,Dresses,,tablet,affiliate,248
EVT-CC412A1760C9,CUST-0190,SESS-E35C5557C2,2026-03-03 11:22:43,page_view,/,,,,mobile,instagram,108
EVT-A9842A7E9DEE,CUST-0103,SESS-CFEF60BC94,2026-03-04 19:35:31,page_view,/new-arrivals,,,,desktop,affiliate,137
EVT-2066C4C7FA4C,CUST-0398,SESS-5CA26E7CD2,2026-03-03 19:18:04,category_browse,/category/denim,,Denim,,desktop,google,134
EVT-8AD88947A7CB,CUST-0350,SESS-6916B51AE7,2026-03-04 20:03:56,add_to_cart,/,PROD-1100,Accessories,,desktop,google,256
EVT-A27B7682EE79,CUST-0305,SESS-17DDBE5D2F,2026-03-04 18:41:44,category_browse,/category/shoes,,Shoes,,desktop,facebook,238
EVT-B6FAFC123976,CUST-0100,SESS-95425D352F,2026-03-02 17:28:44,product_view,/product/PROD-1096,PROD-1096,Activewear,,tablet,instagram,63
EVT-14A5BE883567,CUST-0266,SESS-17E9ABCCE7,2026-03-05 00:49:15,page_view,/new-arrivals,,,,tablet,direct,260
EVT-59E3BB2FB22F,CUST-0493,SESS-1FA539C733,2026-03-02 18:45:32,product_view,/product/PROD-1166,PROD-1166,Shoes,,tablet,facebook,31
EVT-C8614C087FAD,CUST-0206,SESS-4C8484CF0A,2026-03-05 11:06:37,add_to_cart,/,PROD-1007,Outerwear,,mobile,affiliate,296
EVT-7ADE8A86937D,CUST-0409,SESS-AAB682A2C8,2026-03-05 02:36:08,search,/search?q=white+sneakers,,,white sneakers,mobile,direct,207
EVT-8EA8449A3A0C,CUST-0311,SESS-87956ED4F4,2026-03-02 12:59:42,page_view,/sale,,,,tablet,email_campaign,146
EVT-72E3D06F04E5,CUST-0270,SESS-2A483FD4D8,2026-03-05 02:49:01,remove_from_cart,/,PROD-1101,Shoes,,desktop,facebook,128
EVT-365ABA605C74,CUST-0486,SESS-DE767F3D09,2026-03-05 11:51:27,product_view,/product/PROD-1196,PROD-1196,Swimwear,,mobile,instagram,239
EVT-2C37E0E067EA,CUST-0036,SESS-61E975E3A6,2026-03-03 23:54:36,page_view,/,,,,tablet,facebook,165
EVT-9EC92B615E99,CUST-0353,SESS-FE20F66ED1,2026-03-04 20:53:46,page_view,/,,,,tablet,direct,36
EVT-926130445905,CUST-0180,SESS-EEEB77B2A9,2026-03-04 04:44:12,page_view,/loyalty,,,,mobile,instagram,96
EVT-DE816A904590,CUST-0142,SESS-81D3058C3A,2026-03-03 03:41:30,category_browse,/category/denim,,Denim,,desktop,tiktok,276
EVT-1B22C9F86A49,CUST-0332,SESS-0786E78A04,2026-03-03 08:46:33,category_browse,/category/accessories,,Accessories,,tablet,facebook,90
EVT-5E7624372D1B,CUST-0159,SESS-FE1F872D42,2026-03-03 12:23:52,add_to_cart,/,PROD-1153,Denim,,tablet,google,298
EVT-C2B4AD5C2DFB,CUST-0333,SESS-9504DDC244,2026-03-02 22:21:01,product_view,/product/PROD-1134,PROD-1134,Shoes,,desktop,email_campaign,75
EVT-1DB59D0D77A6,CUST-0461,SESS-B54C3E94F7,2026-03-04 04:04:46,category_browse,/category/activewear,,Activewear,,tablet,tiktok,185
EVT-9D007F312431,CUST-0207,SESS-7216302A17,2026-03-03 03:24:22,product_view,/product/PROD-1158,PROD-1158,Denim,,mobile,email_campaign,218
EVT-309D1C139629,CUST-0015,SESS-BC616F5F77,2026-03-05 06:56:38,product_view,/product/PROD-1079,PROD-1079,Swimwear,,tablet,affiliate,87
EVT-B7985E0203E3,CUST-0153,SESS-BC7AD7AF8C,2026-03-04 00:05:20,search,/search?q=vintage+denim,,,vintage denim,tablet,instagram,283
EVT-CFDA858D4413,CUST-0481,SESS-6D76236E10,2026-03-03 02:13:56,add_to_cart,/,PROD-1101,Shoes,,tablet,affiliate,101
EVT-0B7951A9452F,CUST-0095,SESS-7A4C46DD9A,2026-03-04 02:43:51,product_view,/product/PROD-1004,PROD-1004,Accessories,,mobile,tiktok,123
EVT-4B242DD6233D,CUST-0276,SESS-2005CD5C12,2026-03-03 19:57:54,category_browse,/category/activewear,,Activewear,,tablet,tiktok,214
EVT-1C73F3681330,CUST-0282,SESS-9E908BA220,2026-03-04 01:39:56,category_browse,/category/dresses,,Dresses,,tablet,direct,139
EVT-B03D303A27FF,CUST-0061,SESS-F49E053A8C,2026-03-03 04:48:45,search,/search?q=boho+skirt,,,boho skirt,mobile,instagram,22
EVT-6EA61BC07A76,CUST-0269,SESS-424996EEF5,2026-03-02 19:41:35,product_view,/product/PROD-1117,PROD-1117,Accessories,,desktop,tiktok,89
EVT-E7BD49EA22B3,CUST-0386,SESS-F4C1941ABD,2026-03-03 23:00:35,add_to_cart,/,PROD-1102,Denim,,mobile,google,136
EVT-DA71F071FFD3,CUST-0239,SESS-583BA557E7,2026-03-03 09:59:03,wishlist_add,/,PROD-1001,Accessories,,tablet,google,59
EVT-B8128FD7D0CE,CUST-0177,SESS-F1AE075059,2026-03-04 22:11:59,category_browse,/category/tops,,Tops,,desktop,direct,94
EVT-D5ED62835F88,CUST-0368,SESS-5686003398,2026-03-04 15:27:45,product_view,/product/PROD-1079,PROD-1079,Swimwear,,tablet,instagram,197
EVT-A70A114CED7C,CUST-0040,SESS-39E45901FE,2026-03-03 18:09:06,product_view,/product/PROD-1137,PROD-1137,Shoes,,desktop,google,55
EVT-FE0B9B1B2976,CUST-0199,SESS-4C04E612AA,2026-03-05 06:48:19,search,/search?q=black+jeans,,,black jeans,mobile,direct,41
EVT-4A05BE730E5E,CUST-0052,SESS-109460842D,2026-03-04 08:14:31,wishlist_add,/,PROD-1042,Shoes,,desktop,facebook,14
EVT-9965E32F8E34,CUST-0220,SESS-319EB3DB02,2026-03-03 12:44:32,category_browse,/category/outerwear,,Outerwear,,desktop,tiktok,135
EVT-2B76FD715175,CUST-0116,SESS-5D716D720C,2026-03-04 00:27:55,search,/search?q=crossbody+bag,,,crossbody bag,desktop,email_campaign,133
EVT-71D3FBA7966C,CUST-0152,SESS-4D7DD33651,2026-03-03 20:55:09,add_to_cart,/,PROD-1022,Outerwear,,desktop,affiliate,16
EVT-44B885FA48F9,CUST-0130,SESS-DC3B6C4043,2026-03-05 03:52:55,category_browse,/category/outerwear,,Outerwear,,tablet,facebook,164
EVT-286D2457D7FA,CUST-0183,SESS-CD689E599B,2026-03-05 01:43:13,category_browse,/category/activewear,,Activewear,,tablet,direct,220
EVT-9D15956D56F7,CUST-0017,SESS-FB5EDD1F87,2026-03-03 04:48:40,page_view,/,,,,mobile,google,214
EVT-A82844D42EF9,CUST-0430,SESS-5A47B2AD76,2026-03-02 23:04:55,product_view,/product/PROD-1127,PROD-1127,Dresses,,mobile,instagram,270
EVT-09325F020A0E,CUST-0253,SESS-306CD8781B,2026-03-03 22:20:20,remove_from_cart,/,PROD-1068,Swimwear,,tablet,instagram,53
EVT-E132DCD409FD,CUST-0437,SESS-96F0E7ED27,2026-03-04 18:09:28,add_to_cart,/,PROD-1053,Tops,,desktop,affiliate,274
EVT-23C7973F42BA,CUST-0152,SESS-4D7DD33651,2026-03-03 14:46:17,wishlist_add,/,PROD-1168,Activewear,,mobile,email_campaign,169
EVT-A091A2117EF3,CUST-0456,SESS-624101BFD2,2026-03-02 13:33:49,add_to_cart,/,PROD-1149,Tops,,mobile,tiktok,18
EVT-C165F66F19E2,CUST-0486,SESS-3FAF69872A,2026-03-04 05:46:02,remove_from_cart,/,PROD-1021,Dresses,,desktop,facebook,187
EVT-38733B3E3021,CUST-0020,SESS-0581F03715,2026-03-02 20:15:53,wishlist_add,/,PROD-1017,Outerwear,,mobile,direct,135
EVT-82C3256AE5E2,CUST-0013,SESS-8245D058FA,2026-03-03 08:01:54,product_view,/product/PROD-1135,PROD-1135,Dresses,,tablet,tiktok,290
EVT-8E94A2CDB6AD,CUST-0179,SESS-D59581A0FD,2026-03-05 03:28:06,product_view,/product/PROD-1190,PROD-1190,Shoes,,desktop,affiliate,240
EVT-E8C136F17F2C,CUST-0021,SESS-D021A29197,2026-03-04 14:19:08,page_view,/loyalty,,,,mobile,affiliate,252
EVT-F679FBF8AA5E,CUST-0384,SESS-C7AE12D58C,2026-03-04 15:53:04,category_browse,/category/activewear,,Activewear,,tablet,google,159
EVT-94ED325DE7CF,CUST-0119,SESS-EB64C51B8E,2026-03-05 09:30:57,remove_from_cart,/,PROD-1090,Shoes,,desktop,tiktok,201
EVT-BD01B0AF4226,CUST-0288,SESS-212F0A9AA0,2026-03-03 11:58:44,remove_from_cart,/,PROD-1075,Denim,,mobile,affiliate,46
EVT-62B4FEF4FFB1,CUST-0471,SESS-0B798F6DCA,2026-03-05 01:21:14,add_to_cart,/,PROD-1178,Dresses,,tablet,tiktok,225
EVT-1075D296F394,CUST-0085,SESS-D596BC7092,2026-03-03 12:57:41,add_to_cart,/,PROD-1043,Swimwear,,tablet,google,9
EVT-FFEBEE4EC9DA,CUST-0070,SESS-A382F7CC86,2026-03-05 10:24:12,search,/search?q=running+shoes,,,running shoes,tablet,direct,107
EVT-7AB9A549B6FB,CUST-0178,SESS-EA9B03845D,2026-03-03 21:33:57,category_browse,/category/outerwear,,Outerwear,,tablet,affiliate,166
EVT-D97B41928A61,CUST-0393,SESS-294BC89704,2026-03-03 05:03:23,product_view,/product/PROD-1080,PROD-1080,Activewear,,tablet,google,212
EVT-E0A99A8F5C26,CUST-0482,SESS-AC24A94D79,2026-03-04 04:06:29,product_view,/product/PROD-1058,PROD-1058,Denim,,mobile,direct,145
EVT-71EF45BD97B1,CUST-0495,SESS-7CFE5F2AE5,2026-03-04 08:07:49,wishlist_add,/,PROD-1124,Activewear,,tablet,google,26
EVT-D739F50A5C66,CUST-0032,SESS-1A12CB83B6,2026-03-03 20:24:02,product_view,/product/PROD-1003,PROD-1003,Accessories,,desktop,email_campaign,55
EVT-D8BD30D7B766,CUST-0081,SESS-26F6CE115C,2026-03-03 08:40:14,remove_from_cart,/,PROD-1162,Swimwear,,tablet,tiktok,232
