transaction_id,customer_id,product_id,purchase_date,quantity,unit_price,total_amount,payment_method,channel
TXN-81A4221A8D7C,CUST-0469,PROD-1047,2024-09-07 20:17:47,1,290.29,290.29,credit_card,in-store
TXN-46D62CFA1104,CUST-0458,PROD-1150,2024-10-10 08:04:01,1,138.59,138.59,credit_card,mobile_app
TXN-849E3AB59CF1,CUST-0100,PROD-1066,2025-10-14 05:48:12,1,284.68,284.68,debit_card,mobile_app
TXN-7255E9AF0087,CUST-0280,PROD-1087,2026-02-02 05:12:34,2,218.66,437.32,gift_card,in-store
TXN-A37E9981769F,CUST-0120,PROD-1194,2024-12-25 19:44:50,1,258.62,258.62,gift_card,online
TXN-DF53BE03DE53,CUST-0449,PROD-1029,2024-10-02 07:06:50,2,230.55,461.1,gift_card,mobile_app
TXN-1E3A70B6E272,CUST-0164,PROD-1104,2024-12-21 14:19:10,1,65.49,65.49,gift_card,in-store
TXN-1142C0D4F920,CUST-0492,PROD-1189,2025-10-27 22:41:30,1,127.38,127.38,paypal,mobile_app
TXN-216894A80690,CUST-0475,PROD-1030,2024-04-04 21:33:39,1,152.59,152.59,paypal,in-store
TXN-B604C4EA82AE,CUST-0121,PROD-1103,2024-08-15 15:33:45,1,240.62,240.62,credit_card,in-store
TXN-335840C3C199,CUST-0392,PROD-1000,2024-08-11 02:53:42,1,209.47,209.47,credit_card,mobile_app
TXN-67B52CD1F313,CUST-0431,PROD-1043,2025-06-26 14:59:24,1,108.05,108.05,apple_pay,mobile_app
TXN-F6D1C52F247D,CUST-0082,PROD-1022,2025-07-22 14:58:44,3,55.63,166.89,credit_card,in-store
TXN-2E41F105A757,CUST-0277,PROD-1114,2025-02-15 12:30:31,3,240.02,720.06,paypal,mobile_app
TXN-8BB45DD530F9,CUST-0077,PROD-1187,2024-09-27 15:11:45,1,108.58,108.58,credit_card,mobile_app
TXN-54A2091F95C5,CUST-0072,PROD-1083,2025-12-10 11:58:08,1,122.85,122.85,gift_card,online
TXN-FBE5907D9513,CUST-0286,PROD-1151,2025-02-21 03:03:26,1,278.89,278.89,debit_card,in-store
TXN-64D071E118D7,CUST-0320,PROD-1155,2024-01-26 02:43:21,1,174.86,174.86,debit_card,online
TXN-DBB8D9AA673E,CUST-0457,PROD-1009,2024-02-22 16:17:41,2,146.41,292.82,gift_card,mobile_app
TXN-8E170A0F9B2F,CUST-0374,PROD-1058,2025-11-03 21:02:05,1,56.89,56.89,gift_card,mobile_app
TXN-02C4008E9C07,CUST-0355,PROD-1064,2025-03-29 09:36:47,1,292.1,292.1,debit_card,in-store
TXN-991554CC05C5,CUST-0452,PROD-1155,2024-04-12 13:18:07,1,174.86,174.86,credit_card,in-store
TXN-A21E4B8DFFDC,CUST-0178,PROD-1115,2026-02-27 10:16:21,1,57.54,57.54,paypal,online
TXN-D37934D44847,CUST-0356,PROD-1167,2025-07-08 11:36:29,1,130.76,130.76,debit_card,online
TXN-8F0F0B1FEECF,CUST-0459,PROD-1139,2025-08-29 14:45:10,1,180.35,180.35,paypal,online
TXN-8913E56EB451,CUST-0277,PROD-1196,2024-10-17 02:57:22,3,261.51,784.53,credit_card,mobile_app
TXN-CC500DDB405E,CUST-0232,PROD-1070,2024-05-01 03:44:49,1,40.76,40.76,gift_card,online
TXN-21D055350305,CUST-0369,PROD-1160,2025-12-17 18:27:41,1,286.58,286.58,paypal,mobile_app
TXN-4A84D7A7C7D9,CUST-0273,PROD-1126,2024-08-20 21:18:49,1,163.47,163.47,gift_card,mobile_app
TXN-A7CAE8E5288B,CUST-0469,PROD-1111,2024-08-27 02:22:44,1,168.93,168.93,debit_card,in-store
TXN-C32682867E38,CUST-0265,PROD-1147,2024-02-29 07:27:02,1,260.78,260.78,gift_card,in-store
TXN-4C6DCDBCA7E3,CUST-0349,PROD-1134,2024-10-16 07:25:31,1,112.67,112.67,debit_card,in-store
TXN-06AC909F264C,CUST-0027,PROD-1178,2024-02-16 10:40:08,1,271.16,271.16,apple_pay,in-store
TXN-7C41EB8F755E,CUST-0196,PROD-1186,2025-12-10 08:36:12,1,35.02,35.02,gift_card,online
TXN-C1BBED93AAA2,CUST-0016,PROD-1172,2025-03-10 08:08:05,1,103.26,103.26,gift_card,online
TXN-B52D28A175EE,CUST-0399,PROD-1191,2025-08-04 19:27:52,1,202.99,202.99,apple_pay,in-store
TXN-B1C1AB388B75,CUST-0094,PROD-1134,2025-09-04 03:52:58,1,112.67,112.67,debit_card,online
TXN-A4648AB3C27A,CUST-0181,PROD-1156,2025-01-18 02:50:19,1,26.68,26.68,debit_card,mobile_app
TXN-5186F8428747,CUST-0273,PROD-1189,2025-02-22 06:27:34,1,127.38,127.38,paypal,online
TXN-AE7A72BE332E,CUST-0444,PROD-1049,2024-06-09 03:56:38,1,32.87,32.87,apple_pay,in-store
TXN-E50CFF39E500,CUST-0085,PROD-1066,2025-05-24 08:16:38,1,284.68,284.68,debit_card,mobile_app
TXN-F5A1634D925F,CUST-0390,PROD-1086,2026-01-20 18:50:09,2,225.98,451.96,debit_card,in-store
TXN-3D7EA3F15B63,CUST-0200,PROD-1042,2024-09-23 23:18:01,3,197.73,593.19,paypal,mobile_app
TXN-9F7DC3CFEFC7,CUST-0114,PROD-1177,2025-07-28 20:32:03,1,240.0,240.0,credit_card,online
TXN-94AA2D4AC65C,CUST-0441,PROD-1129,2025-08-30 17:42:47,1,290.96,290.96,apple_pay,in-store
TXN-DC7151BFA495,CUST-0014,PROD-1165,2025-02-12 07:44:02,1,119.34,119.34,paypal,mobile_app
TXN-D645CACB4250,CUST-0167,PROD-1004,2026-01-27 17:19:23,1,132.32,132.32,apple_pay,in-store
TXN-90D568979E68,CUST-0115,PROD-1001,2024-07-05 09:05:44,1,97.88,97.88,gift_card,mobile_app
TXN-92287B78DA3D,CUST-0039,PROD-1028,2026-01-22 06:06:52,3,222.76,668.28,debit_card,online
TXN-966C674303D3,CUST-0102,PROD-1133,2025-06-02 06:04:25,2,117.51,235.02,gift_card,online
TXN-9B8213F17A91,CUST-0138,PROD-1009,2025-07-19 19:14:35,1,146.41,146.41,debit_card,in-store
TXN-EA741DF00A31,CUST-0158,PROD-1022,2025-12-05 18:17:40,1,55.63,55.63,credit_card,in-store
TXN-ADBE505A195B,CUST-0424,PROD-1083,2024-12-02 11:16:45,1,122.85,122.85,debit_card,in-store
TXN-2921EA6A9074,CUST-0318,PROD-1054,2026-01-09 05:11:01,2,94.04,188.08,gift_card,online
TXN-3D9D1EF55E8F,CUST-0122,PROD-1109,2025-05-07 22:33:21,1,130.86,130.86,credit_card,online
TXN-BE936033A331,CUST-0492,PROD-1158,2024-08-20 12:43:01,1,216.19,216.19,credit_card,in-store
TXN-C5F1E9C4CFA7,CUST-0487,PROD-1197,2024-02-24 16:03:35,2,205.27,410.54,apple_pay,online
TXN-47FF11B6FF7B,CUST-0234,PROD-1098,2024-07-08 13:00:01,1,28.83,28.83,gift_card,mobile_app
TXN-16CFE7D22287,CUST-0243,PROD-1143,2024-07-23 11:41:09,1,242.78,242.78,paypal,online
TXN-1F1D27224CC9,CUST-0140,PROD-1092,2025-06-25 02:10:16,1,261.21,261.21,paypal,online
TXN-88A6BFF4C2B5,CUST-0456,PROD-1035,2025-10-27 02:39:17,3,118.5,355.5,paypal,online
TXN-C76CD4AA4705,CUST-0490,PROD-1083,2026-02-25 17:25:50,2,122.85,245.7,paypal,in-store
TXN-D74219AEBD7B,CUST-0276,PROD-1113,2024-09-17 08:12:10,1,109.28,109.28,debit_card,in-store
TXN-619532391377,CUST-0362,PROD-1086,2025-03-10 08:45:22,1,225.98,225.98,gift_card,mobile_app
TXN-1A37C1D7C48C,CUST-0174,PROD-1187,2025-07-19 00:04:57,1,108.58,108.58,apple_pay,mobile_app
TXN-12043B75ED0E,CUST-0431,PROD-1157,2026-02-18 21:04:42,1,46.04,46.04,debit_card,in-store
TXN-5750B05FCE12,CUST-0491,PROD-1157,2024-05-08 21:38:21,3,46.04,138.12,paypal,in-store
TXN-BC7A6429BF96,CUST-0014,PROD-1034,2024-01-10 17:17:54,3,221.61,664.83,credit_card,online
TXN-D591749B805B,CUST-0080,PROD-1078,2024-12-22 15:06:58,1,273.63,273.63,gift_card,mobile_app
TXN-86A79B17D3BC,CUST-0450,PROD-1059,2025-01-02 06:25:23,1,82.02,82.02,debit_card,mobile_app
TXN-5CABAFAEC177,CUST-0450,PROD-1029,2025-05-08 00:40:08,2,230.55,461.1,credit_card,online
TXN-CE230E095B47,CUST-0003,PROD-1082,2024-02-22 11:45:23,1,30.24,30.24,gift_card,online
TXN-7BCF65355B77,CUST-0325,PROD-1162,2024-10-09 23:00:29,1,28.25,28.25,credit_card,in-store
TXN-9138DD12CB31,CUST-0156,PROD-1072,2025-08-18 01:47:37,2,112.3,224.6,paypal,mobile_app
TXN-CA71F7A6163E,CUST-0318,PROD-1183,2026-02-15 01:51:31,1,103.56,103.56,debit_card,in-store
TXN-E1FD8A215782,CUST-0230,PROD-1163,2025-03-30 15:27:39,2,44.55,89.1,paypal,online
TXN-F499590E98BB,CUST-0383,PROD-1001,2024-09-17 12:38:33,1,97.88,97.88,apple_pay,in-store
TXN-98F9027D06B8,CUST-0108,PROD-1017,2024-09-25 13:12:23,1,235.9,235.9,gift_card,online
TXN-C6AFCD080B76,CUST-0378,PROD-1034,2024-04-07 17:39:47,1,221.61,221.61,debit_card,online
TXN-980645F464FE,CUST-0311,PROD-1036,2024-01-12 00:07:16,2,83.69,167.38,apple_pay,mobile_app
TXN-C58DF6DFC36D,CUST-0048,PROD-1015,2024-01-13 14:32:36,1,299.56,299.56,credit_card,mobile_app
TXN-C65AC3A23DE4,CUST-0126,PROD-1106,2024-09-05 18:51:16,1,37.38,37.38,debit_card,mobile_app
TXN-866AD327CC4E,CUST-0284,PROD-1118,2024-09-13 09:51:02,1,221.59,221.59,paypal,in-store
TXN-B852475688F9,CUST-0266,PROD-1180,2025-12-09 09:56:11,1,147.8,147.8,debit_card,online
TXN-59FACB70E307,CUST-0461,PROD-1089,2025-05-13 10:06:45,1,116.45,116.45,apple_pay,mobile_app
TXN-67DEFEFF74F2,CUST-0499,PROD-1092,2025-02-16 15:24:57,1,261.21,261.21,paypal,online
TXN-523647DAFD5E,CUST-0195,PROD-1039,2024-02-20 18:54:44,2,146.13,292.26,apple_pay,online
TXN-6B71A157ED97,CUST-0317,PROD-1023,2025-12-05 14:26:15,1,204.47,204.47,paypal,mobile_app
TXN-DC0B318A424B,CUST-0284,PROD-1061,2025-09-01 17:17:43,2,139.48,278.96,credit_card,mobile_app
TXN-500031F431DA,CUST-0445,PROD-1046,2024-07-06 20:35:18,2,155.61,311.22,paypal,online
TXN-388AAF0FF09D,CUST-0033,PROD-1117,2024-11-04 01:56:59,1,169.41,169.41,paypal,mobile_app
TXN-7160380A9075,CUST-0373,PROD-1055,2024-10-16 04:07:00,3,59.13,177.39,credit_card,in-store
TXN-84EB8343FCA9,CUST-0094,PROD-1044,2024-11-28 14:10:13,1,28.07,28.07,paypal,online
TXN-6DE777BD3149,CUST-0490,PROD-1025,2025-05-22 21:45:17,2,244.39,488.78,gift_card,online
TXN-1F0BC3771FF4,CUST-0328,PROD-1077,2024-08-11 11:58:21,1,124.7,124.7,debit_card,online
TXN-3FF686CB7F4A,CUST-0167,PROD-1167,2025-01-14 20:24:36,1,130.76,130.76,gift_card,mobile_app
TXN-4B63E0471436,CUST-0105,PROD-1081,2025-04-23 13:21:43,1,294.62,294.62,apple_pay,in-store
TXN-3AF3FE399746,CUST-0063,PROD-1125,2025-12-20 06:54:51,2,42.96,85.92,paypal,online
TXN-568621DC4D47,CUST-0083,PROD-1100,2024-01-31 09:15:40,1,217.36,217.36,gift_card,in-store
TXN-C37D6FAE270C,CUST-0134,PROD-1064,2026-02-12 19:09:43,1,292.1,292.1,gift_card,mobile_app
TXN-A88E501B3C35,CUST-0372,PROD-1029,2025-11-25 02:54:27,1,230.55,230.55,gift_card,mobile_app
TXN-C0DE3985C92C,CUST-0225,PROD-1000,2024-09-27 19:30:52,1,209.47,209.47,paypal,online
TXN-3D0E22F3212C,CUST-0083,PROD-1014,2025-12-28 19:21:23,1,182.09,182.09,gift_card,in-store
TXN-0E006F8030B1,CUST-0369,PROD-1028,2025-05-22 18:50:57,1,222.76,222.76,debit_card,mobile_app
TXN-7DB13C863CEF,CUST-0488,PROD-1142,2025-01-12 12:42:38,3,95.23,285.69,debit_card,online
TXN-3AB6B5C3D903,CUST-0015,PROD-1172,2024-06-02 02:26:57,2,103.26,206.52,debit_card,in-store
TXN-FC7056DBABA7,CUST-0204,PROD-1186,2024-03-25 08:06:03,2,35.02,70.04,gift_card,online
TXN-820BFC7D254E,CUST-0089,PROD-1009,2025-02-16 03:31:55,2,146.41,292.82,gift_card,in-store
TXN-65E4A93802D2,CUST-0311,PROD-1175,2026-02-21 02:22:32,2,160.58,321.16,gift_card,mobile_app
TXN-A38003AD15C0,CUST-0225,PROD-1089,2025-08-01 04:21:23,1,116.45,116.45,gift_card,in-store
TXN-8DF880D58209,CUST-0095,PROD-1060,2025-09-04 14:16:32,1,194.8,194.8,credit_card,online
TXN-A9263B24ECF0,CUST-0104,PROD-1004,2025-04-14 07:14:09,1,132.32,132.32,debit_card,in-store
TXN-EEA63091F4B3,CUST-0331,PROD-1020,2025-05-13 05:50:07,2,131.9,263.8,credit_card,in-store
TXN-C20CDF0BF0CD,CUST-0035,PROD-1088,2024-09-10 05:15:26,2,150.86,301.72,debit_card,mobile_app
TXN-971E6880DAF2,CUST-0293,PROD-1023,2024-08-19 19:09:08,1,204.47,204.47,gift_card,online
TXN-E03A5CAE21AB,CUST-0399,PROD-1186,2025-06-24 23:36:34,3,35.02,105.06,credit_card,online
TXN-C804CCAE679D,CUST-0156,PROD-1050,2024-10-26 14:01:00,1,85.0,85.0,credit_card,mobile_app
TXN-AF1355DCBFE1,CUST-0422,PROD-1050,2025-10-07 14:06:34,3,85.0,255.0,paypal,online
TXN-5662A2C26863,CUST-0108,PROD-1175,2024-05-24 08:39:09,1,160.58,160.58,gift_card,online
TXN-64E55DFAD8CF,CUST-0075,PROD-1101,2024-08-22 11:08:32,1,229.24,229.24,debit_card,online
TXN-1CA88AFC1A2A,CUST-0107,PROD-1040,2025-12-16 02:53:47,1,274.35,274.35,paypal,in-store
TXN-226F70893541,CUST-0386,PROD-1169,2024-06-27 21:41:47,1,67.0,67.0,gift_card,mobile_app
TXN-FC0B570F2662,CUST-0345,PROD-1022,2025-08-17 07:41:34,1,55.63,55.63,paypal,online
TXN-ECA4881F7193,CUST-0067,PROD-1046,2024-02-19 13:57:55,1,155.61,155.61,paypal,online
TXN-A5813473C29C,CUST-0371,PROD-1087,2025-11-10 20:17:19,1,218.66,218.66,debit_card,online
TXN-E6BED0BCB6F3,CUST-0474,PROD-1159,2024-11-28 13:49:29,2,149.73,299.46,credit_card,in-store
TXN-869AF97FE662,CUST-0293,PROD-1049,2025-06-07 23:56:49,1,32.87,32.87,debit_card,mobile_app
TXN-2EC9E92CE44C,CUST-0007,PROD-1169,2025-04-13 07:26:09,1,67.0,67.0,gift_card,online
TXN-361297AB80E7,CUST-0077,PROD-1195,2024-09-30 14:52:10,2,132.21,264.42,credit_card,online
TXN-77137506739E,CUST-0146,PROD-1005,2025-09-05 06:36:11,2,271.38,542.76,gift_card,online
TXN-B90FC1A2CD58,CUST-0473,PROD-1086,2025-05-22 09:59:40,2,225.98,451.96,debit_card,online
TXN-B834BED47C6A,CUST-0306,PROD-1073,2024-01-27 14:05:22,1,200.17,200.17,gift_card,online
TXN-B90E8EA135F9,CUST-0359,PROD-1093,2025-06-27 16:01:33,3,261.96,785.88,paypal,online
TXN-8A9C22423B71,CUST-0415,PROD-1189,2024-01-02 22:05:03,2,127.38,254.76,debit_card,mobile_app
TXN-EBA072D4A4C6,CUST-0342,PROD-1145,2024-07-18 03:45:59,1,217.03,217.03,gift_card,in-store
TXN-A92FEB5FD766,CUST-0422,PROD-1004,2024-12-21 12:38:23,2,132.32,264.64,paypal,online
TXN-5A5599170CF8,CUST-0073,PROD-1070,2025-07-11 17:05:21,1,40.76,40.76,gift_card,in-store
TXN-27DD02F5E10B,CUST-0277,PROD-1093,2024-07-21 11:11:20,1,261.96,261.96,debit_card,online
TXN-530708897FD8,CUST-0133,PROD-1019,2024-08-30 14:27:38,2,127.1,254.2,credit_card,online
TXN-29021C018BE2,CUST-0247,PROD-1013,2025-07-16 01:43:24,1,226.0,226.0,gift_card,online
TXN-4AE52174B1C9,CUST-0246,PROD-1059,2025-03-07 18:00:37,1,82.02,82.02,credit_card,online
TXN-C2ACD39F5912,CUST-0307,PROD-1158,2024-05-12 14:57:29,1,216.19,216.19,paypal,in-store
TXN-D3930446DDC4,CUST-0442,PROD-1151,2024-12-20 11:57:33,1,278.89,278.89,debit_card,online
TXN-4D2990514C8E,CUST-0441,PROD-1072,2024-06-15 06:43:42,1,112.3,112.3,apple_pay,in-store
TXN-B10569D13606,CUST-0134,PROD-1040,2024-01-12 18:30:31,2,274.35,548.7,debit_card,mobile_app
TXN-9F4C34B3EC62,CUST-0364,PROD-1073,2024-04-01 02:32:53,1,200.17,200.17,credit_card,online
TXN-A7B7233CA950,CUST-0316,PROD-1092,2025-09-21 23:37:37,3,261.21,783.63,paypal,mobile_app
TXN-DCB712BDFB7D,CUST-0469,PROD-1196,2025-07-26 13:08:24,1,261.51,261.51,paypal,in-store
TXN-A66BDFB5E28E,CUST-0319,PROD-1016,2025-06-24 15:34:41,1,94.04,94.04,apple_pay,in-store
TXN-4E18CEAF6C79,CUST-0218,PROD-1044,2025-01-25 08:26:34,3,28.07,84.21,paypal,online
TXN-CD1EA85E5EBA,CUST-0071,PROD-1064,2024-01-05 05:51:26,1,292.1,292.1,credit_card,online
TXN-0C540F1CEF0F,CUST-0285,PROD-1015,2024-07-09 12:13:55,2,299.56,599.12,credit_card,online
TXN-D6A8F85AED65,CUST-0014,PROD-1188,2024-12-23 01:27:50,2,141.43,282.86,credit_card,in-store
TXN-AE3465817AD0,CUST-0205,PROD-1070,2024-05-19 18:43:23,2,40.76,81.52,paypal,online
TXN-2186DC37AF70,CUST-0217,PROD-1132,2024-01-21 09:29:06,1,124.74,124.74,gift_card,online
TXN-2CED008D82B6,CUST-0416,PROD-1186,2025-11-26 13:44:52,1,35.02,35.02,credit_card,online
TXN-676BE0EA4CE4,CUST-0304,PROD-1007,2024-06-17 01:18:10,2,255.66,511.32,apple_pay,mobile_app
TXN-6B69C85C0714,CUST-0032,PROD-1118,2026-02-28 17:08:57,1,221.59,221.59,credit_card,in-store
TXN-D8F5F5AEA9E0,CUST-0232,PROD-1026,2025-12-18 14:36:04,1,143.15,143.15,debit_card,in-store
TXN-C7A616F3CAA6,CUST-0041,PROD-1012,2025-03-22 23:10:36,2,133.79,267.58,apple_pay,mobile_app
TXN-C27E86F5D15A,CUST-0489,PROD-1070,2024-11-05 21:41:42,1,40.76,40.76,paypal,online
TXN-2DE8D128F9CC,CUST-0059,PROD-1180,2024-01-28 01:49:22,1,147.8,147.8,gift_card,in-store
TXN-BD5EB8520CAD,CUST-0094,PROD-1089,2025-07-05 23:47:37,1,116.45,116.45,paypal,in-store
TXN-CA29E2D6AFB2,CUST-0361,PROD-1109,2026-02-09 18:42:46,1,130.86,130.86,credit_card,online
TXN-A09B940D2C4B,CUST-0062,PROD-1143,2024-11-05 01:56:42,1,242.78,242.78,debit_card,mobile_app
TXN-99932B154884,CUST-0207,PROD-1040,2025-11-13 16:51:41,2,274.35,548.7,apple_pay,in-store
TXN-E4C09DE91C6C,CUST-0456,PROD-1100,2024-08-19 07:53:59,1,217.36,217.36,credit_card,in-store
TXN-5112A2449070,CUST-0300,PROD-1016,2024-08-02 17:17:25,1,94.04,94.04,paypal,online
TXN-ABBA55DF4A9F,CUST-0017,PROD-1014,2025-09-18 00:20:42,3,182.09,546.27,paypal,in-store
TXN-F9469E4BACB0,CUST-0052,PROD-1079,2024-02-08 17:35:01,3,221.18,663.54,credit_card,online
TXN-B95B7D00B0F9,CUST-0026,PROD-1114,2025-12-27 00:23:32,1,240.02,240.02,credit_card,in-store
TXN-7DF30174DFA9,CUST-0020,PROD-1005,2025-02-12 01:56:57,2,271.38,542.76,gift_card,online
TXN-2EAA20904C89,CUST-0279,PROD-1196,2024-04-15 13:09:43,3,261.51,784.53,gift_card,mobile_app
TXN-97C7149B98A8,CUST-0440,PROD-1181,2025-02-22 17:47:08,1,116.38,116.38,gift_card,online
TXN-FAAAB9A2ADD9,CUST-0162,PROD-1063,2024-04-12 04:24:44,1,83.31,83.31,apple_pay,online
TXN-10305814747B,CUST-0022,PROD-1065,2026-02-18 13:48:12,1,144.06,144.06,credit_card,mobile_app
TXN-BF039793FC60,CUST-0153,PROD-1165,2026-02-10 21:59:30,2,119.34,238.68,paypal,mobile_app
TXN-FDD3EBD037B2,CUST-0271,PROD-1126,2024-04-11 03:47:57,1,163.47,163.47,debit_card,in-store
TXN-B8A3E2E2073A,CUST-0303,PROD-1112,2025-10-06 00:31:24,1,144.99,144.99,paypal,mobile_app
TXN-7654D2050C89,CUST-0285,PROD-1191,2025-09-30 06:59:07,1,202.99,202.99,paypal,online
TXN-A05C7946DC7A,CUST-0077,PROD-1055,2024-03-17 06:44:10,1,59.13,59.13,paypal,in-store
TXN-EC158B1C6A68,CUST-0293,PROD-1068,2024-09-27 14:28:33,1,184.87,184.87,apple_pay,in-store
TXN-2A3471EEECA2,CUST-0094,PROD-1053,2025-03-25 02:38:54,2,240.21,480.42,gift_card,mobile_app
TXN-2EF5596AD147,CUST-0467,PROD-1029,2025-11-23 22:37:10,3,230.55,691.65,credit_card,online
TXN-1BAFD6ABE743,CUST-0365,PROD-1067,2025-10-31 04:54:12,1,142.13,142.13,debit_card,online
TXN-2D82E59FFDF2,CUST-0110,PROD-1119,2025-12-16 17:41:56,1,156.72,156.72,gift_card,online
TXN-51253CC47C3A,CUST-0055,PROD-1022,2024-09-03 00:01:54,1,55.63,55.63,credit_card,mobile_app
TXN-221FB4A5D03A,CUST-0412,PROD-1169,2024-05-27 16:45:59,1,67.0,67.0,gift_card,online
TXN-1278F977BA0A,CUST-0121,PROD-1094,2026-02-22 15:30:40,1,118.8,118.8,gift_card,in-store
TXN-93B74D2FE44C,CUST-0462,PROD-1037,2024-05-09 17:08:06,2,290.33,580.66,paypal,online
TXN-A0C7E4BFD1F9,CUST-0375,PROD-1137,2025-03-26 03:17:01,1,180.94,180.94,gift_card,online
TXN-8E113D705DD2,CUST-0418,PROD-1018,2025-09-11 19:51:35,3,78.81,236.43,apple_pay,in-store
TXN-96E78BC79CE9,CUST-0274,PROD-1035,2024-07-05 18:58:47,1,118.5,118.5,paypal,in-store
TXN-70B9F4502FBC,CUST-0268,PROD-1131,2024-12-28 04:00:28,2,235.3,470.6,gift_card,in-store
TXN-093AE7EBB470,CUST-0498,PROD-1129,2024-01-18 22:01:10,1,290.96,290.96,gift_card,online
TXN-E6BBF395BAD9,CUST-0032,PROD-1006,2024-03-13 17:39:46,1,210.87,210.87,paypal,in-store
TXN-F3E69A0339D3,CUST-0164,PROD-1121,2024-10-06 08:32:49,1,90.67,90.67,debit_card,in-store
TXN-C6DDFA210B73,CUST-0289,PROD-1021,2025-09-18 09:29:08,1,91.31,91.31,credit_card,mobile_app
TXN-68AB603A45E7,CUST-0343,PROD-1021,2026-02-15 05:34:57,3,91.31,273.93,gift_card,in-store
TXN-4272A17C8615,CUST-0406,PROD-1042,2025-10-19 20:16:27,1,197.73,197.73,gift_card,mobile_app
TXN-3457F75500F5,CUST-0078,PROD-1118,2025-09-01 02:42:59,2,221.59,443.18,gift_card,mobile_app
TXN-52567D959567,CUST-0477,PROD-1122,2024-03-18 17:04:52,1,198.28,198.28,apple_pay,online
TXN-B8A1E2EE4ACA,CUST-0302,PROD-1090,2024-07-02 04:09:07,1,197.81,197.81,apple_pay,online
TXN-13EB24FE22D8,CUST-0405,PROD-1148,2025-07-04 20:49:14,1,238.1,238.1,paypal,online
TXN-909C0793F54D,CUST-0254,PROD-1141,2024-10-02 00:07:48,1,180.36,180.36,paypal,in-store
TXN-59FEB076271D,CUST-0346,PROD-1176,2024-12-14 04:11:52,1,275.02,275.02,apple_pay,mobile_app
TXN-B59C65B8A151,CUST-0194,PROD-1090,2025-12-15 22:58:19,1,197.81,197.81,gift_card,mobile_app
TXN-6A65C3F3D838,CUST-0344,PROD-1164,2025-03-30 22:14:04,1,27.29,27.29,credit_card,mobile_app
TXN-CE4F79772A25,CUST-0475,PROD-1107,2025-03-15 16:29:43,2,275.57,551.14,gift_card,in-store
TXN-A4768F06F953,CUST-0197,PROD-1139,2025-02-15 09:37:44,1,180.35,180.35,gift_card,in-store
TXN-B5C6AD45B4E9,CUST-0014,PROD-1068,2025-04-30 06:52:49,1,184.87,184.87,debit_card,online
TXN-83B221EDCAE7,CUST-0228,PROD-1002,2025-06-09 02:13:16,1,42.05,42.05,credit_card,in-store
TXN-81906531F10D,CUST-0073,PROD-1040,2025-07-06 08:39:40,3,274.35,823.05,gift_card,online
TXN-C15ABF7F8B4B,CUST-0423,PROD-1161,2024-07-13 06:29:20,1,183.04,183.04,credit_card,mobile_app
TXN-440423B7A128,CUST-0496,PROD-1146,2024-12-10 20:51:22,3,224.6,673.8,apple_pay,mobile_app
TXN-1FE1AFAF56BB,CUST-0205,PROD-1136,2024-12-20 02:40:07,1,118.55,118.55,gift_card,online
TXN-625A81930149,CUST-0451,PROD-1111,2025-02-05 14:45:21,1,168.93,168.93,paypal,in-store
TXN-1E79AC363BF0,CUST-0078,PROD-1192,2024-04-15 20:48:39,1,163.23,163.23,paypal,online
TXN-32E82F481510,CUST-0320,PROD-1016,2024-04-24 17:26:28,1,94.04,94.04,debit_card,online
TXN-642082CFA6F8,CUST-0301,PROD-1193,2025-01-20 16:44:29,3,85.65,256.95,apple_pay,mobile_app
TXN-6F9EA257CCDA,CUST-0387,PROD-1153,2024-09-10 14:13:06,1,270.39,270.39,debit_card,mobile_app
TXN-2839B4C488D8,CUST-0209,PROD-1027,2026-01-08 01:23:56,1,37.42,37.42,paypal,online
TXN-D1D2BAFD2D20,CUST-0175,PROD-1047,2024-03-09 00:38:29,3,290.29,870.87,apple_pay,in-store
TXN-7349367D6BC5,CUST-0285,PROD-1130,2025-05-31 10:39:39,1,208.42,208.42,credit_card,online
TXN-77B1269E9CA4,CUST-0185,PROD-1071,2026-02-08 21:00:27,2,247.06,494.12,debit_card,in-store
TXN-BDDD7E3FB675,CUST-0064,PROD-1157,2025-05-08 19:33:44,1,46.04,46.04,credit_card,online
TXN-7E8D918A1221,CUST-0357,PROD-1074,2025-10-08 20:10:36,1,256.43,256.43,paypal,online
TXN-D80DC3166100,CUST-0241,PROD-1193,2024-04-11 11:48:44,2,85.65,171.3,gift_card,online
TXN-4EAE53B97FB5,CUST-0359,PROD-1066,2024-03-05 23:34:08,1,284.68,284.68,gift_card,mobile_app
TXN-DFFC9DBB931B,CUST-0490,PROD-1186,2025-09-14 11:21:04,1,35.02,35.02,paypal,mobile_app
TXN-718FAFEA3AA6,CUST-0075,PROD-1024,2025-11-18 22:40:50,1,74.43,74.43,apple_pay,in-store
TXN-E0034936CA1E,CUST-0265,PROD-1026,2025-05-22 02:51:53,2,143.15,286.3,gift_card,online
TXN-2B920E4A8F42,CUST-0471,PROD-1100,2025-02-15 16:54:08,1,217.36,217.36,gift_card,in-store
TXN-28B5B8E9102E,CUST-0316,PROD-1169,2025-01-21 18:29:23,1,67.0,67.0,gift_card,in-store
TXN-6CB6658F53B7,CUST-0357,PROD-1158,2025-04-29 01:52:42,1,216.19,216.19,gift_card,in-store
